Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2012,Nissan,Rogue,CWTWBU729,315,FSK,,,
2012,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2012,Nissan,Sentra,CWTWB1U821,315,ASK,,,
2012,Nissan,Sentra,CWTWBU735,315,FSK,,,
2012,Nissan,Sentra,KBRASTU15,315,ASK,,,
2012,Nissan,Titan,CWTWB1U821,315,ASK,,,
2012,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2012,Nissan,Versa,CWTWB1U821,315,ASK,,,
2012,Nissan,Versa,CWTWBU729,315,FSK,,,
2013,Nissan,370Z,KR55WK49622,315,FSK,,,
2013,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2013,Nissan,Armada,CWTWB1U821,315,ASK,,,
2013,Nissan,Armada,CWTWBU624,315,FSK,,,
2013,Nissan,Cube,CWTWB1U808,314.975,FSK,,,
2013,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2013,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2013,Nissan,Leaf,CWTWB1U808,314.975,FSK,,,
2013,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2013,Nissan,Maxima,KR55WK48903,315,ASK,,,
2013,Nissan,Murano,KR55WK49622,315,FSK,,,
2013,Nissan,NV,CWTWB1U821,315,ASK,,,
2013,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2013,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2013,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2013,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2013,Nissan,Rogue,CWTWBU729,315,FSK,,,
2013,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2013,Nissan,Sentra,CWTWB1U815,315,FSK,Rollback 2 Strict 8 seconds,https://medium.com/codex/rollback-important-details-about-the-new-keyfob-vulnerability-86ea5727f3d3,NXP F7952A
2013,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2013,Nissan,Titan,CWTWB1U821,315,ASK,,,
2013,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2013,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2013,Nissan,Versa,CWTWBU729,315,FSK,,,
2014,Nissan,370Z,KR55WK49622,315,FSK,,,
2014,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2014,Nissan,Armada,CWTWB1U821,315,ASK,,,
2014,Nissan,Armada,CWTWBU624,315,FSK,,,
2014,Nissan,Cube,CWTWB1U808,314.975,FSK,,,
2014,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2014,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2014,Nissan,Leaf,CWTWB1U808,314.975,FSK,,,
2014,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2014,Nissan,Maxima,KR55WK48903,315,ASK,,,
2014,Nissan,Murano,KR55WK49622,315,FSK,,,
2014,Nissan,NV,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2014,Nissan,NV,CWTWB1U821,315,ASK,,,
2014,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2014,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2014,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2014,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2014,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2014,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2014,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2014,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2014,Nissan,Titan,CWTWB1U821,315,ASK,,,
2014,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2014,Nissan,Versa,CWTWB1U808,314.975,FSK,,,
2014,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,370Z,KR55WK49622,315,FSK,,,
2015,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2015,Nissan,Armada,CWTWBU624,315,FSK,,,
2015,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2015,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Leaf,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Murano,KR5S180144014,433.92,FSK,,,
2015,Nissan,NV,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,NV,CWTWB1U821,315,ASK,,,
2015,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2015,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2015,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2015,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2015,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2015,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2015,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Titan,CWTWB1U821,315,ASK,,,
2015,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2015,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2016,Nissan,370Z,KR55WK49622,315,FSK,,,
2016,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2016,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2016,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2016,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2016,Nissan,Maxima,KR5S180144014,433.92,FSK,,,
2016,Nissan,Murano,KR5S180144014,433.92,FSK,,,
2016,Nissan,NV,CWTWB1U821,315,ASK,,,
2016,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2016,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2016,Nissan,Quest,CWTWB1U808,314.975,FSK,,,
2016,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2016,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2016,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2016,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2016,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2016,Nissan,Titan,CWTWB1U821,315,ASK,,,
2016,Nissan,Titan,KR5S180144014,433.92,FSK,,,
2016,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2016,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2016,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2017,Nissan,370Z,KR55WK49622,315,FSK,,,
2017,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2017,Nissan,Armada,CWTWB1G744,433.92,FSK,,,
2017,Nissan,Armada,CWTWB1U787,433.92,FSK,,,
2017,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2017,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2017,Nissan,Juke,CWTWB1U808,314.975,FSK,,,
2017,Nissan,Leaf,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2017,Nissan,Maxima,KR5S180144014,433.92,FSK,,,
2017,Nissan,Murano,KR5S180144014,433.92,FSK,,,
2017,Nissan,NV,CWTWB1U821,315,ASK,,,
2017,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2017,Nissan,Quest,CWTWB1U789,314.975,FSK,,,
2017,Nissan,Quest,CWTWB1U818,314.975,FSK,,,
2017,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2017,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2017,Nissan,Rogue,KR5S180144106 Continental: S180144109,433.92,FSK,,,
2017,Nissan,Rogue,KR5S180144106 Continental: S180144110,433.92,FSK,,,
2017,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2017,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2017,Nissan,Titan,KR5S180144014,433.92,FSK,,,
2017,Nissan,Versa,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2017,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2017,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2018,Nissan,370Z,KR55WK49622,315,FSK,,,
2018,Nissan,Altima,KR5S180144014,433.92,FSK,,,
2018,Nissan,Armada,CWTWB1G744,433.92,FSK,,,
2018,Nissan,Armada,CWTWB1U787,433.92,FSK,,,
2018,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2018,Nissan,Frontier,CWTWB1U821,315,ASK,,,
2018,Nissan,Kicks,KR5TXN1,433.92,FSK,,,
2018,Nissan,Kicks,KR5TXN3,433.92,FSK,,,
2018,Nissan,Maxima,KR5S180144014,433.92,FSK,,,
2018,Nissan,Murano,KR5S180144014,433.92,FSK,,,
2018,Nissan,NV,CWTWB1U821,315,ASK,,,
2018,Nissan,Pathfinder,KR5S180144014,433.92,FSK,,,
2018,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2018,Nissan,Rogue,KR5S180144106,433.92,FSK,,,
2018,Nissan,Rogue,KR5S180144106 Continental: S180144109,433.92,FSK,,,
2018,Nissan,Rogue,KR5S180144106 Continental: S180144110,433.92,FSK,,,
2018,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2018,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2018,Nissan,Titan,KR5S180144014,433.92,FSK,,,
2018,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2018,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2019,Nissan,Altima,KR5TXN1,433.92,FSK,,,
2019,Nissan,Altima,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1G744,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1U787,433.92,FSK,,,
2019,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2019,Nissan,Kicks,KR5TXN1,433.92,FSK,,,
2019,Nissan,Kicks,KR5TXN3,433.92,FSK,,,
2019,Nissan,Maxima,KR5TXN7,433.92,FSK,,,
2019,Nissan,Murano,KR5TXN7,433.92,FSK,,,
2019,Nissan,Pathfinder,KR5TXN7,433.92,FSK,,,
2019,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2019,Nissan,Rogue,KR5S180144106 Continental: S180144110,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN1,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN3,433.92,FSK,,,
2019,Nissan,Rogue,KR5TXN4,433.92,FSK,,,
2019,Nissan,Sentra,CWTWB1U751,315,ASK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Sentra,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Titan,KR5TXN7,433.92,FSK,,,
2019,Nissan,Versa,CWTWB1U840,314.975,FSK,Possible Rollback 2 Strict 8 seconds. Compatible? with CWTWB1U815,,
2019,Nissan,Versa Note,CWTWB1U808,314.975,FSK,,,
2020,Nissan,Altima,KR5TXN1,433.92,FSK,,,
2020,Nissan,Altima,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2020,Nissan,Armada,CWTWB1G744,433.92,FSK,,,
2020,Nissan,Armada,CWTWB1U787,433.92,FSK,,,
2020,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2020,Nissan,Kicks,KR5TXN1,433.92,FSK,,,
2020,Nissan,Kicks,KR5TXN3,433.92,FSK,,,
2020,Nissan,Maxima,KR5TXN7,433.92,FSK,,,
2020,Nissan,Murano,KR5TXN7,433.92,FSK,,,
2020,Nissan,Pathfinder,KR5TXN7,433.92,FSK,,,
2020,Nissan,Rogue,CWTWB1G767,433.92,FSK,,,
2020,Nissan,Rogue,KR5S180144106 Continental: S180144110,433.92,FSK,,,
2020,Nissan,Rogue,KR5TXN1,433.92,FSK,,,
2020,Nissan,Rogue,KR5TXN3,433.92,FSK,,,
2020,Nissan,Rogue,KR5TXN4,433.92,FSK,,,
2020,Nissan,Sentra,KR5TXN1,433.92,FSK,,,
2020,Nissan,Sentra,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2020,Nissan,Titan,KR5TXN7,433.92,FSK,,,
2020,Nissan,Versa,KR5TXN1,433.92,FSK,,,
2020,Nissan,Versa,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2021,Nissan,Altima,KR5TXN1,433.92,FSK,,,
2021,Nissan,Altima,KR5TXN4 Continental: S180144803,433.92,FSK,,,
2021,Nissan,Armada,CWTWB1U825 / CWTWB1U773,noRecord,XXX,,,
2021,Nissan,Kicks,KR5TXN1,433.92,FSK,,,
2021,Nissan,Kicks,KR5TXN3,433.92,FSK,,,
2021,Nissan,Maxima,KR5TXN7,433.92,FSK,,,
2021,Nissan,Murano,KR5TXN7,433.92,FSK,,,
2021,Nissan,Pathfinder,KR5TXN7,433.92,FSK,,,
