Year,Make,Model,FCCid,Frequency,Modulation,Exploit,ExploitSource,Chipset
2008,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2008,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2008,Toyota,Solara,GQ43VT20T,315,ASK,,,
2008,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2008,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2008,Toyota,Yaris,HYQ12BBX,314.35,ASK,,,
2008,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2009,Toyota,4Runner,HYQ12BBX,314.35,ASK,,,
2009,Toyota,Avalon,GQ4-29T,315,ASK,,,
2009,Toyota,Avalon,HYQ14AAB,314.35,ASK,,,
2009,Toyota,Camry,HYQ12BBY,314.35,ASK,,,
2009,Toyota,Camry,HYQ14AAB,314.35,ASK,,,
2009,Toyota,Corolla,GQ4-29T,315,ASK,,,
2009,Toyota,Corolla,HYQ12BBY,314.35,ASK,,,
2009,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2009,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2009,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2009,Toyota,Matrix,GQ4-29T,315,ASK,,,
2009,Toyota,Prius,MOZB21EG,noRecord,XXX,,,
2009,Toyota,Prius,MOZB31EG,312.15,ASK,,,
2009,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2009,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2009,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2009,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2009,Toyota,Solara,GQ43VT20T,315,ASK,,,
2009,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2009,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2009,Toyota,Venza,GQ4-29T,315,ASK,,,
2009,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2009,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2010,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2010,Toyota,4Runner,HYQ14AAB,314.35,ASK,,,
2010,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2010,Toyota,Avalon,GQ4-29T,315,ASK,,,
2010,Toyota,Avalon,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Camry,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Camry,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Corolla,GQ4-29T,315,ASK,,,
2010,Toyota,Corolla,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2010,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Matrix,GQ4-29T,315,ASK,,,
2010,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2010,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2010,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2010,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2010,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2010,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2010,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2010,Toyota,Venza,GQ4-29T,315,ASK,,,
2010,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2010,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2010,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2011,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2011,Toyota,4Runner,HYQ14AAB,314.35,ASK,,,
2011,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2011,Toyota,Avalon,GQ4-29T,315,ASK,,,
2011,Toyota,Avalon,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Camry,HYQ12BBY,314.35,ASK,,,
2011,Toyota,Camry,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Corolla,GQ4-29T,315,ASK,,,
2011,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2011,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Matrix,GQ4-29T,315,ASK,,,
2011,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2011,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2011,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2011,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2011,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2011,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2011,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2011,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2011,Toyota,Venza,GQ4-29T,315,ASK,,,
2011,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2011,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2011,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2012,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2012,Toyota,4Runner,HYQ14AAB,314.35,ASK,,,
2012,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2012,Toyota,Avalon,GQ4-29T,315,ASK,,,
2012,Toyota,Camry,HYQ12BDM,312.1/314.35,FSK,,,
2012,Toyota,Camry,HYQ14FBA,312.1/314.35,FSK,,,
2012,Toyota,Corolla,GQ4-29T,315,ASK,,,
2012,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2012,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2012,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2012,Toyota,Matrix,GQ4-29T,315,ASK,,,
2012,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2012,Toyota,Prius C,HYQ14ACX,314.35,FSK,,,
2012,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2012,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2012,Toyota,RAV4,HYQ12BBY,314.35,ASK,,,
2012,Toyota,RAV4,HYQ14AAB,314.35,ASK,,,
2012,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2012,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2012,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2012,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2012,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2012,Toyota,Venza,GQ4-29T,315,ASK,,,
2012,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2012,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2012,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2013,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2013,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2013,Toyota,Avalon,HYQ14FBA,312.1/314.35,FSK,,,
2013,Toyota,Camry,HYQ12BDM,312.1/314.35,FSK,,,
2013,Toyota,Camry,HYQ14FBA,312.1/314.35,FSK,,,
2013,Toyota,Corolla,GQ4-29T,315,ASK,,,
2013,Toyota,Corolla,HYQ14AAB,314.35,ASK,,,
2013,Toyota,Corolla,HYQ14FBA,312.1/314.35,FSK,,,
2013,Toyota,Highlander,GQ43VT20T,315,ASK,,,
2013,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2013,Toyota,Matrix,GQ4-29T,315,ASK,,,
2013,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2013,Toyota,Prius C,HYQ14ACX,314.35,FSK,,,
2013,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2013,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2013,Toyota,RAV4,GQ4-52T,312.1/314.35,FSK,,,
2013,Toyota,RAV4,HYQ12BDM,312.1/314.35,FSK,,,
2013,Toyota,RAV4,HYQ14FBA,312.1/314.35,FSK,,,
2013,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2013,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2013,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2013,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2013,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2013,Toyota,Venza,GQ4-29T,315,ASK,,,
2013,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2013,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2013,Toyota,Yaris,MOZB41TG,312.5,ASK,,,
2014,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2014,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2014,Toyota,Avalon,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Camry,HYQ12BDM,312.1/314.35,FSK,,,
2014,Toyota,Camry,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Corolla,HYQ12BDM,312.1/314.35,FSK,,,
2014,Toyota,Corolla,HYQ12BEL,312.1/314.35,FSK,,,
2014,Toyota,Corolla,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Highlander,GQ4-52T,312.1/314.35,FSK,,,
2014,Toyota,Highlander,HYQ14AAB,314.35,ASK,,,
2014,Toyota,Highlander Limited,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Matrix,GQ4-29T,315,ASK,,,
2014,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2014,Toyota,Prius C,HYQ14ACX,314.35,FSK,,,
2014,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2014,Toyota,RAV4,GQ4-52T,312.1/314.35,FSK,,,
2014,Toyota,RAV4,HYQ12BDM,312.1/314.35,FSK,,,
2014,Toyota,RAV4,HYQ14FBA,312.1/314.35,FSK,,,
2014,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2014,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2014,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2014,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2014,Toyota,Tundra,GQ43VT20T,315,ASK,,,
2014,Toyota,Venza,GQ4-29T,315,ASK,,,
2014,Toyota,Venza,HYQ14ACX,314.35,FSK,,,
2014,Toyota,Yaris,HYQ12BBY,314.35,ASK,,,
2015,Toyota,4Runner,HYQ12BBY,314.35,ASK,,,
2015,Toyota,4Runner,HYQ14ACX,314.35,FSK,,,
2015,Toyota,Avalon,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Camry,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Camry,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ12BEL,312.1/314.35,FSK,,,
2015,Toyota,Corolla,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Highlander,GQ4-52T,312.1/314.35,FSK,,,
2015,Toyota,Highlander,HYQ12BBY,314.35,ASK,,,
2015,Toyota,Highlander Limited,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Prius C,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,Prius C,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Prius,HYQ14ACX,314.35,FSK,,,
2015,Toyota,RAV4,GQ4-52T,312.1/314.35,FSK,,,
2015,Toyota,RAV4,HYQ12BDM,312.1/314.35,FSK,,,
2015,Toyota,RAV4,HYQ14FBA,312.1/314.35,FSK,,,
2015,Toyota,Sequoia,GQ43VT20T,315,ASK,,,
2015,Toyota,Sienna,GQ43VT20T,315,ASK,,,
2015,Toyota,Sienna,HYQ14ADR,314.35,FSK,,,
2015,Toyota,Tacoma,GQ43VT20T,315,ASK,,,
2015,Toyota,Tacoma,HYQ12BDP,314.35,ASK,,,
2015,Toyota,Tacoma,HYQ14FBA,312.1/314.35,FSK,,,
